dfnvarn, dataframe ,  variable,        intercept,   [b1. b2. b3]. ,            R squared,         standard deviation   count
mallmaPEFR , mallma , PEFR , -4.09566 , 0.18667 , -0.0023657 , 0.00035516 , 0.73214 , 2.64183 , 1202
fallcmaEXPIR , fallcma , EXPIR , 5.10932 , 0.20319 , -0.0014199 , -4.636e-05 , 0.24653 , 3.7886 , 3079
fallcmaFEF75 , fallcma , FEF75 , -0.03455 , -0.02593 , 6.01e-05 , 8.167e-05 , 0.48613 , 0.66787 , 3079
fallcmaFEV05 , fallcma , FEV05 , -0.37555 , 0.02056 , -0.0003512 , 9.687e-05 , 0.66276 , 0.51487 , 3079
fallcmaFEV1 , fallcma , FEV1 , -0.74494 , 0.01781 , -0.0003783 , 0.00014058 , 0.72481 , 0.6734 , 3079
fallcmaFEV3 , fallcma , FEV3 , -1.05229 , 0.02442 , -0.0004504 , 0.00016403 , 0.73177 , 0.7598 , 3079
fallcmaFEV6 , fallcma , FEV6 , -1.10971 , 0.02943 , -0.0004831 , 0.00016515 , 0.72235 , 0.76548 , 3079
fallcmaFVC , fallcma , FVC , -1.13803 , 0.03207 , -0.0004908 , 0.00016503 , 0.71313 , 0.76334 , 3079
fallcmaMMEF , fallcma , MMEF , 0.1821 , 0.0137 , -0.0004975 , 0.00012851 , 0.48436 , 1.10233 , 3079
fallcmaPEFR , fallcma , PEFR , -1.00384 , 0.08192 , -0.0011319 , 0.00024776 , 0.51349 , 1.54075 , 3079
fallbEXPIR , fallb , EXPIR , 4.76335 , 0.21953 , -0.0017426 , -4.67e-05 , 0.18413 , 3.73934 , 1547
fallbFEF75 , fallb , FEF75 , -0.36167 , -0.02411 , 6.72e-05 , 8.335e-05 , 0.35056 , 0.61043 , 1547
fallbFEV05 , fallb , FEV05 , -0.65292 , 0.01729 , -0.000332 , 9.954e-05 , 0.5883 , 0.4993 , 1547
fallbFEV1 , fallb , FEV1 , -0.99466 , 0.01446 , -0.0003467 , 0.00013576 , 0.64799 , 0.61977 , 1547
fallbFEV3 , fallb , FEV3 , -1.19292 , 0.01975 , -0.0004065 , 0.00015263 , 0.65674 , 0.68901 , 1547
fallbFEV6 , fallb , FEV6 , -1.22495 , 0.0242 , -0.0004375 , 0.00015304 , 0.65317 , 0.69741 , 1547
fallbFVC , fallb , FVC , -1.22677 , 0.02687 , -0.0004495 , 0.00015197 , 0.64715 , 0.69913 , 1547
fallbMMEF , fallb , MMEF , -0.70771 , 0.00949 , -0.0004573 , 0.00015203 , 0.35904 , 1.0909 , 1547
fallbPEFR , fallb , PEFR , -1.46464 , 0.08978 , -0.0013259 , 0.00025535 , 0.45369 , 1.63425 , 1547
fallcEXPIR , fallc , EXPIR , 5.70868 , 0.20427 , -0.0014795 , -6.609e-05 , 0.22487 , 3.88026 , 1517
fallcFEF75 , fallc , FEF75 , -0.11442 , -0.03134 , 0.0001315 , 8.463e-05 , 0.55152 , 0.66699 , 1517
